id,stages,dt
20,Stage_1,2019-12-09
20,Stage_2,2019-12-10
20,Stage_5,2019-12-19
20,Stage_7,2019-12-20
20,Stage_6,2019-12-29
21,Stage_1,2019-12-01
21,Stage_6,2019-12-03
21,Stage_5,2019-12-11
21,Stage_8,2019-12-17
21,Stage_9,2019-12-23
22,Stage_1,2019-12-01
22,Stage_0,2019-12-07
22,Stage_6,2019-12-10
22,Stage_2,2019-12-17
22,Stage_7,2019-12-24
23,Stage_1,2019-12-01
23,Stage_0,2019-12-06
23,Stage_2,2019-12-14
23,Stage_5,2019-12-17
23,Stage_6,2019-12-24
23,Stage_7,2020-01-02
24,Stage_1,2019-12-01
24,Stage_2,2019-12-08
24,Stage_4,2019-12-10
24,Stage_6,2019-12-11
24,Stage_7,2019-12-19
25,Stage_1,2019-12-01
25,Stage_2,2019-12-09
25,Stage_7,2019-12-17
25,Stage_6,2019-12-25
25,Stage_8,2020-01-01
25,Stage_9,2020-01-05
26,Stage_0,2019-12-01
26,Stage_5,2019-12-10
26,Stage_1,2019-12-16
26,Stage_6,2019-12-22
26,Stage_8,2019-12-31
26,Stage_7,2020-01-04
27,Stage_0,2019-12-01
27,Stage_1,2019-12-05
27,Stage_2,2019-12-13
27,Stage_5,2019-12-14
27,Stage_6,2019-12-20
27,Stage_7,2019-12-23
27,Stage_8,2019-12-24
28,Stage_1,2019-12-01
28,Stage_4,2019-12-02
28,Stage_6,2019-12-04
28,Stage_5,2019-12-07
29,Stage_0,2019-12-01
29,Stage_1,2019-12-04
29,Stage_2,2019-12-10
29,Stage_5,2019-12-19
29,Stage_6,2019-12-21
29,Stage_7,2019-12-25
29,Stage_8,2019-12-27
30,Stage_0,2019-12-01
30,Stage_1,2019-12-04
30,Stage_2,2019-12-08
30,Stage_8,2019-12-12
30,Stage_9,2019-12-18
30,Stage_6,2019-12-23
31,Stage_0,2019-12-01
31,Stage_1,2019-12-03
31,Stage_2,2019-12-11
31,Stage_7,2019-12-20
31,Stage_6,2019-12-25
32,Stage_2,2019-12-01
32,Stage_6,2019-12-10
32,Stage_8,2019-12-12
33,Stage_0,2019-12-01
33,Stage_1,2019-12-05
33,Stage_2,2019-12-14
33,Stage_6,2019-12-16
33,Stage_7,2019-12-21
34,Stage_1,2019-12-01
34,Stage_2,2019-12-08
34,Stage_6,2019-12-11
35,Stage_0,2019-12-01
35,Stage_2,2019-12-07
35,Stage_1,2019-12-12
35,Stage_5,2019-12-16
35,Stage_4,2019-12-23
35,Stage_6,2019-12-24
36,Stage_0,2019-12-01
36,Stage_1,2019-12-09
36,Stage_2,2019-12-15
36,Stage_5,2019-12-18
36,Stage_6,2019-12-20
36,Stage_7,2019-12-27
37,Stage_1,2019-12-01
37,Stage_2,2019-12-09
37,Stage_3,2019-12-10
38,Stage_1,2019-12-01
38,Stage_0,2019-12-08
38,Stage_2,2019-12-09
38,Stage_6,2019-12-16
38,Stage_7,2019-12-18
39,Stage_1,2019-12-01
39,Stage_5,2019-12-09
39,Stage_6,2019-12-12
39,Stage_8,2019-12-21
40,Stage_0,2019-12-01
40,Stage_1,2019-12-05
40,Stage_2,2019-12-12
40,Stage_6,2019-12-21
41,Stage_0,2019-12-01
41,Stage_1,2019-12-08
41,Stage_2,2019-12-13
41,Stage_5,2019-12-21
41,Stage_6,2019-12-28
41,Stage_8,2020-01-06
42,Stage_0,2019-12-01
42,Stage_1,2019-12-04
42,Stage_2,2019-12-12
42,Stage_4,2019-12-13
42,Stage_5,2019-12-15
42,Stage_8,2019-12-16
42,Stage_7,2019-12-17
43,Stage_1,2019-12-01
43,Stage_2,2019-12-08
43,Stage_4,2019-12-17
43,Stage_5,2019-12-20
43,Stage_7,2019-12-29
43,Stage_8,2020-01-01
44,Stage_1,2019-12-01
44,Stage_2,2019-12-03
44,Stage_5,2019-12-06
44,Stage_6,2019-12-10
44,Stage_8,2019-12-15
45,Stage_0,2019-12-01
45,Stage_2,2019-12-09
45,Stage_6,2019-12-15
45,Stage_7,2019-12-17
45,Stage_8,2019-12-21
46,Stage_1,2019-12-01
46,Stage_0,2019-12-02
46,Stage_2,2019-12-09
46,Stage_5,2019-12-16
46,Stage_6,2019-12-25
47,Stage_1,2019-12-01
47,Stage_0,2019-12-02
47,Stage_2,2019-12-05
47,Stage_6,2019-12-10
47,Stage_7,2019-12-12
48,Stage_0,2019-12-01
48,Stage_1,2019-12-03
48,Stage_2,2019-12-06
48,Stage_6,2019-12-14
48,Stage_7,2019-12-15
48,Stage_8,2019-12-22
49,Stage_0,2019-12-01
49,Stage_1,2019-12-07
49,Stage_6,2019-12-13
49,Stage_2,2019-12-20
49,Stage_7,2019-12-27
50,Stage_1,2019-12-01
50,Stage_2,2019-12-06
50,Stage_4,2019-12-12
50,Stage_5,2019-12-13
50,Stage_6,2019-12-14
51,Stage_0,2019-12-01
51,Stage_2,2019-12-10
51,Stage_5,2019-12-17
51,Stage_6,2019-12-22
51,Stage_8,2019-12-24
51,Stage_9,2019-12-28
52,Stage_0,2019-12-01
52,Stage_1,2019-12-02
52,Stage_2,2019-12-09
52,Stage_5,2019-12-11
52,Stage_6,2019-12-17
52,Stage_7,2019-12-23
52,Stage_8,2019-12-31
53,Stage_1,2019-12-01
53,Stage_2,2019-12-08
53,Stage_5,2019-12-13
53,Stage_6,2019-12-15
53,Stage_7,2019-12-22
54,Stage_1,2019-12-01
54,Stage_5,2019-12-10
54,Stage_7,2019-12-19
54,Stage_8,2019-12-25
55,Stage_1,2019-12-01
55,Stage_2,2019-12-02
55,Stage_6,2019-12-11
55,Stage_5,2019-12-14
55,Stage_8,2019-12-22
56,Stage_1,2019-12-01
56,Stage_2,2019-12-03
56,Stage_4,2019-12-11
56,Stage_5,2019-12-16
56,Stage_6,2019-12-25
56,Stage_8,2019-12-29
57,Stage_0,2019-12-01
57,Stage_1,2019-12-10
57,Stage_2,2019-12-18
57,Stage_7,2019-12-20
57,Stage_6,2019-12-27
57,Stage_8,2020-01-04
58,Stage_0,2019-12-01
58,Stage_1,2019-12-02
58,Stage_2,2019-12-03
58,Stage_4,2019-12-04
58,Stage_3,2019-12-10
58,Stage_5,2019-12-15
58,Stage_6,2019-12-18
58,Stage_9,2019-12-22
59,Stage_1,2019-12-01
59,Stage_6,2019-12-08
59,Stage_7,2019-12-15
59,Stage_2,2019-12-16
59,Stage_8,2019-12-19
60,Stage_1,2019-12-01
60,Stage_2,2019-12-10
60,Stage_0,2019-12-12
60,Stage_5,2019-12-16
60,Stage_7,2019-12-25
60,Stage_9,2020-01-02
61,Stage_0,2019-12-01
61,Stage_1,2019-12-02
61,Stage_5,2019-12-10
61,Stage_2,2019-12-17
62,Stage_1,2019-12-01
62,Stage_2,2019-12-04
62,Stage_5,2019-12-08
62,Stage_6,2019-12-14
63,Stage_0,2019-12-01
63,Stage_1,2019-12-06
63,Stage_5,2019-12-09
63,Stage_2,2019-12-12
63,Stage_8,2019-12-15
63,Stage_9,2019-12-23
64,Stage_0,2019-12-01
64,Stage_2,2019-12-05
64,Stage_7,2019-12-06
65,Stage_0,2019-12-01
65,Stage_1,2019-12-02
65,Stage_2,2019-12-08
65,Stage_5,2019-12-11
65,Stage_6,2019-12-19
65,Stage_8,2019-12-25
66,Stage_5,2019-12-01
66,Stage_1,2019-12-10
66,Stage_6,2019-12-12
66,Stage_8,2019-12-17
66,Stage_9,2019-12-19
67,Stage_1,2019-12-01
67,Stage_2,2019-12-09
67,Stage_5,2019-12-18
67,Stage_6,2019-12-22
67,Stage_7,2019-12-23
67,Stage_8,2019-12-26
68,Stage_0,2019-12-01
68,Stage_1,2019-12-05
68,Stage_3,2019-12-10
68,Stage_4,2019-12-17
68,Stage_2,2019-12-21
68,Stage_8,2019-12-22
69,Stage_0,2019-12-01
69,Stage_1,2019-12-02
69,Stage_2,2019-12-09
69,Stage_3,2019-12-16
69,Stage_5,2019-12-18
69,Stage_7,2019-12-24
69,Stage_6,2019-12-25
70,Stage_0,2019-12-01
70,Stage_2,2019-12-10
70,Stage_1,2019-12-12
70,Stage_3,2019-12-20
70,Stage_5,2019-12-23
70,Stage_6,2019-12-31
70,Stage_7,2020-01-07
71,Stage_0,2019-12-01
71,Stage_1,2019-12-07
71,Stage_2,2019-12-12
71,Stage_6,2019-12-14
71,Stage_7,2019-12-18
71,Stage_4,2019-12-22
72,Stage_0,2019-12-01
72,Stage_6,2019-12-03
72,Stage_1,2019-12-09
72,Stage_7,2019-12-10
73,Stage_0,2019-12-01
73,Stage_6,2019-12-09
73,Stage_1,2019-12-18
74,Stage_1,2019-12-01
74,Stage_2,2019-12-05
74,Stage_3,2019-12-10
74,Stage_6,2019-12-17
74,Stage_8,2019-12-24
75,Stage_2,2019-12-01
75,Stage_1,2019-12-02
75,Stage_5,2019-12-07
75,Stage_6,2019-12-15
75,Stage_7,2019-12-18
75,Stage_8,2019-12-21
76,Stage_2,2019-12-01
76,Stage_1,2019-12-03
77,Stage_0,2019-12-01
77,Stage_1,2019-12-03
77,Stage_2,2019-12-07
77,Stage_6,2019-12-14
77,Stage_5,2019-12-18
78,Stage_1,2019-12-01
78,Stage_3,2019-12-09
78,Stage_2,2019-12-12
78,Stage_6,2019-12-19
78,Stage_8,2019-12-22
78,Stage_7,2019-12-27
79,Stage_1,2019-12-01
79,Stage_8,2019-12-02
80,Stage_1,2019-12-01
80,Stage_2,2019-12-03
80,Stage_6,2019-12-06
80,Stage_4,2019-12-13
80,Stage_8,2019-12-20
81,Stage_1,2019-12-01
81,Stage_0,2019-12-04
81,Stage_2,2019-12-07
81,Stage_5,2019-12-08
81,Stage_6,2019-12-17
81,Stage_7,2019-12-22
81,Stage_8,2019-12-28
82,Stage_1,2019-12-01
82,Stage_5,2019-12-09
82,Stage_6,2019-12-15
82,Stage_8,2019-12-18
83,Stage_0,2019-12-01
83,Stage_1,2019-12-10
83,Stage_2,2019-12-12
83,Stage_6,2019-12-19
83,Stage_8,2019-12-23
84,Stage_0,2019-12-01
84,Stage_1,2019-12-06
84,Stage_2,2019-12-11
84,Stage_4,2019-12-17
84,Stage_5,2019-12-22
84,Stage_6,2019-12-28
85,Stage_1,2019-12-01
85,Stage_0,2019-12-08
85,Stage_2,2019-12-13
85,Stage_4,2019-12-19
85,Stage_6,2019-12-24
85,Stage_8,2019-12-31
86,Stage_2,2019-12-01
86,Stage_1,2019-12-04
86,Stage_5,2019-12-10
86,Stage_6,2019-12-19
86,Stage_7,2019-12-25
86,Stage_8,2019-12-26
87,Stage_1,2019-12-01
87,Stage_2,2019-12-10
87,Stage_5,2019-12-13
87,Stage_6,2019-12-17
87,Stage_7,2019-12-26
87,Stage_8,2019-12-30
88,Stage_0,2019-12-01
88,Stage_1,2019-12-10
88,Stage_2,2019-12-13
88,Stage_6,2019-12-21
88,Stage_5,2019-12-26
88,Stage_7,2019-12-30
88,Stage_8,2020-01-05
88,Stage_9,2020-01-09
89,Stage_0,2019-12-01
89,Stage_1,2019-12-07
89,Stage_3,2019-12-14
89,Stage_2,2019-12-15
89,Stage_6,2019-12-20
89,Stage_8,2019-12-21
90,Stage_0,2019-12-01
90,Stage_1,2019-12-07
90,Stage_2,2019-12-09
90,Stage_5,2019-12-18
90,Stage_6,2019-12-20
90,Stage_7,2019-12-28
90,Stage_8,2020-01-01
91,Stage_1,2019-12-01
91,Stage_2,2019-12-04
91,Stage_3,2019-12-08
91,Stage_5,2019-12-15
91,Stage_6,2019-12-17
92,Stage_0,2019-12-01
92,Stage_1,2019-12-06
92,Stage_2,2019-12-10
92,Stage_9,2019-12-11
92,Stage_7,2019-12-15
93,Stage_0,2019-12-01
93,Stage_1,2019-12-03
93,Stage_2,2019-12-08
93,Stage_5,2019-12-14
93,Stage_6,2019-12-15
93,Stage_7,2019-12-20
94,Stage_0,2019-12-01
94,Stage_1,2019-12-06
94,Stage_2,2019-12-13
94,Stage_4,2019-12-19
94,Stage_5,2019-12-22
94,Stage_6,2019-12-28
94,Stage_8,2020-01-05
95,Stage_0,2019-12-01
95,Stage_4,2019-12-03
95,Stage_1,2019-12-09
95,Stage_5,2019-12-11
95,Stage_6,2019-12-18
95,Stage_8,2019-12-27
95,Stage_9,2020-01-05
96,Stage_1,2019-12-01
96,Stage_0,2019-12-02
96,Stage_2,2019-12-11
96,Stage_3,2019-12-17
96,Stage_5,2019-12-21
96,Stage_4,2019-12-26
96,Stage_7,2019-12-27
96,Stage_8,2019-12-29
97,Stage_1,2019-12-01
97,Stage_6,2019-12-07
97,Stage_2,2019-12-11
97,Stage_8,2019-12-12
98,Stage_0,2019-12-01
98,Stage_1,2019-12-04
98,Stage_2,2019-12-09
98,Stage_3,2019-12-17
98,Stage_8,2019-12-19
99,Stage_1,2019-12-01
99,Stage_2,2019-12-08
99,Stage_3,2019-12-13
99,Stage_6,2019-12-20
99,Stage_7,2019-12-28
99,Stage_9,2020-01-06
100,Stage_1,2019-12-01
100,Stage_0,2019-12-09
100,Stage_4,2019-12-13
100,Stage_7,2019-12-17
101,Stage_2,2019-12-01
101,Stage_6,2019-12-03
101,Stage_7,2019-12-12
102,Stage_0,2019-12-01
102,Stage_1,2019-12-05
102,Stage_2,2019-12-12
102,Stage_5,2019-12-14
102,Stage_6,2019-12-22
102,Stage_7,2019-12-30
103,Stage_0,2019-12-01
103,Stage_7,2019-12-07
103,Stage_8,2019-12-09
104,Stage_0,2019-12-01
104,Stage_1,2019-12-06
104,Stage_5,2019-12-11
104,Stage_3,2019-12-19
104,Stage_6,2019-12-23
104,Stage_7,2019-12-27
105,Stage_0,2019-12-01
105,Stage_1,2019-12-08
105,Stage_2,2019-12-11
105,Stage_5,2019-12-19
105,Stage_6,2019-12-21
105,Stage_7,2019-12-22
106,Stage_0,2019-12-01
106,Stage_1,2019-12-10
106,Stage_2,2019-12-11
106,Stage_6,2019-12-18
106,Stage_7,2019-12-27
107,Stage_0,2019-12-01
107,Stage_1,2019-12-03
107,Stage_2,2019-12-10
107,Stage_5,2019-12-15
107,Stage_6,2019-12-18
108,Stage_1,2019-12-01
108,Stage_0,2019-12-05
108,Stage_2,2019-12-10
108,Stage_7,2019-12-18
108,Stage_8,2019-12-25
108,Stage_5,2019-12-29
109,Stage_0,2019-12-01
109,Stage_1,2019-12-10
109,Stage_2,2019-12-11
109,Stage_4,2019-12-14
109,Stage_6,2019-12-19
109,Stage_8,2019-12-22
109,Stage_9,2019-12-26
110,Stage_1,2019-12-01
110,Stage_2,2019-12-10
110,Stage_5,2019-12-16
110,Stage_7,2019-12-21
110,Stage_6,2019-12-24
111,Stage_1,2019-12-01
111,Stage_2,2019-12-03
111,Stage_3,2019-12-12
111,Stage_5,2019-12-21
111,Stage_6,2019-12-29
112,Stage_0,2019-12-01
112,Stage_1,2019-12-06
112,Stage_2,2019-12-11
112,Stage_6,2019-12-17
112,Stage_7,2019-12-26
113,Stage_0,2019-12-01
113,Stage_1,2019-12-07
113,Stage_2,2019-12-10
113,Stage_4,2019-12-19
113,Stage_5,2019-12-28
113,Stage_6,2020-01-05
113,Stage_8,2020-01-08
114,Stage_1,2019-12-01
114,Stage_7,2019-12-03
114,Stage_2,2019-12-09
114,Stage_8,2019-12-13
115,Stage_1,2019-12-01
115,Stage_5,2019-12-04
115,Stage_8,2019-12-13
115,Stage_6,2019-12-18
116,Stage_0,2019-12-01
116,Stage_1,2019-12-10
116,Stage_2,2019-12-18
116,Stage_6,2019-12-21
116,Stage_8,2019-12-23
116,Stage_7,2019-12-24
116,Stage_9,2019-12-27
117,Stage_1,2019-12-01
117,Stage_2,2019-12-10
117,Stage_6,2019-12-14
117,Stage_9,2019-12-21
118,Stage_1,2019-12-01
118,Stage_2,2019-12-10
118,Stage_5,2019-12-12
118,Stage_6,2019-12-13
118,Stage_7,2019-12-19
118,Stage_8,2019-12-26
119,Stage_1,2019-12-01
119,Stage_5,2019-12-10
119,Stage_2,2019-12-12
119,Stage_6,2019-12-14
120,Stage_1,2019-12-01
120,Stage_0,2019-12-08
120,Stage_2,2019-12-15
120,Stage_3,2019-12-18
120,Stage_5,2019-12-22
120,Stage_7,2019-12-26
120,Stage_8,2019-12-29
120,Stage_9,2020-01-06
121,Stage_2,2019-12-01
121,Stage_6,2019-12-06
121,Stage_7,2019-12-13
121,Stage_8,2019-12-22
122,Stage_1,2019-12-01
122,Stage_5,2019-12-09
122,Stage_6,2019-12-13
122,Stage_7,2019-12-16
122,Stage_8,2019-12-18
123,Stage_1,2019-12-01
123,Stage_2,2019-12-04
123,Stage_5,2019-12-11
123,Stage_6,2019-12-20
123,Stage_8,2019-12-25
123,Stage_9,2019-12-31
124,Stage_0,2019-12-01
124,Stage_1,2019-12-10
124,Stage_3,2019-12-16
124,Stage_2,2019-12-20
124,Stage_5,2019-12-22
124,Stage_6,2019-12-28
124,Stage_7,2020-01-04
124,Stage_8,2020-01-11
125,Stage_0,2019-12-01
125,Stage_2,2019-12-06
125,Stage_3,2019-12-09
125,Stage_8,2019-12-17
125,Stage_5,2019-12-18
126,Stage_0,2019-12-01
126,Stage_1,2019-12-02
126,Stage_2,2019-12-10
126,Stage_6,2019-12-17
126,Stage_8,2019-12-25
126,Stage_5,2019-12-27
127,Stage_0,2019-12-01
127,Stage_1,2019-12-03
127,Stage_5,2019-12-10
127,Stage_2,2019-12-18
127,Stage_6,2019-12-21
128,Stage_1,2019-12-01
128,Stage_2,2019-12-08
128,Stage_5,2019-12-12
128,Stage_6,2019-12-18
128,Stage_7,2019-12-22
128,Stage_8,2019-12-23
129,Stage_0,2019-12-01
129,Stage_1,2019-12-06
129,Stage_2,2019-12-09
129,Stage_3,2019-12-13
129,Stage_4,2019-12-14
129,Stage_7,2019-12-22
129,Stage_8,2019-12-31
130,Stage_0,2019-12-01
130,Stage_1,2019-12-08
130,Stage_2,2019-12-17
130,Stage_6,2019-12-18
131,Stage_0,2019-12-01
131,Stage_1,2019-12-09
131,Stage_2,2019-12-17
131,Stage_4,2019-12-19
131,Stage_7,2019-12-22
131,Stage_6,2019-12-28
132,Stage_1,2019-12-01
132,Stage_2,2019-12-03
132,Stage_5,2019-12-04
132,Stage_6,2019-12-07
132,Stage_8,2019-12-11
133,Stage_1,2019-12-01
133,Stage_2,2019-12-05
133,Stage_3,2019-12-11
133,Stage_4,2019-12-20
133,Stage_6,2019-12-25
133,Stage_9,2019-12-27
133,Stage_8,2020-01-01
134,Stage_1,2019-12-01
134,Stage_0,2019-12-05
134,Stage_2,2019-12-10
134,Stage_5,2019-12-11
134,Stage_7,2019-12-14
134,Stage_6,2019-12-17
134,Stage_8,2019-12-20
135,Stage_0,2019-12-01
135,Stage_1,2019-12-05
135,Stage_2,2019-12-12
135,Stage_6,2019-12-21
135,Stage_8,2019-12-27
136,Stage_1,2019-12-01
136,Stage_2,2019-12-02
136,Stage_4,2019-12-08
136,Stage_5,2019-12-16
136,Stage_6,2019-12-20
136,Stage_8,2019-12-21
136,Stage_9,2019-12-27
137,Stage_1,2019-12-01
137,Stage_5,2019-12-02
137,Stage_6,2019-12-03
137,Stage_8,2019-12-08
138,Stage_1,2019-12-01
138,Stage_2,2019-12-10
138,Stage_5,2019-12-19
138,Stage_6,2019-12-22
138,Stage_7,2019-12-31
138,Stage_8,2020-01-04
139,Stage_0,2019-12-01
139,Stage_1,2019-12-04
139,Stage_2,2019-12-13
139,Stage_6,2019-12-16
139,Stage_3,2019-12-21
139,Stage_8,2019-12-26
140,Stage_1,2019-12-01
140,Stage_2,2019-12-09
140,Stage_7,2019-12-11
140,Stage_8,2019-12-12
141,Stage_2,2019-12-01
141,Stage_1,2019-12-04
141,Stage_3,2019-12-07
141,Stage_6,2019-12-13
141,Stage_5,2019-12-15
141,Stage_8,2019-12-20
142,Stage_0,2019-12-01
142,Stage_5,2019-12-08
142,Stage_2,2019-12-13
142,Stage_6,2019-12-22
143,Stage_0,2019-12-01
143,Stage_2,2019-12-04
143,Stage_1,2019-12-09
143,Stage_4,2019-12-17
143,Stage_3,2019-12-23
143,Stage_5,2019-12-26
143,Stage_7,2019-12-27
143,Stage_8,2020-01-04
144,Stage_1,2019-12-01
144,Stage_2,2019-12-05
144,Stage_6,2019-12-13
144,Stage_5,2019-12-14
144,Stage_8,2019-12-17
145,Stage_0,2019-12-01
145,Stage_1,2019-12-07
145,Stage_2,2019-12-16
145,Stage_3,2019-12-23
145,Stage_5,2019-12-29
145,Stage_6,2019-12-30
145,Stage_8,2020-01-06
146,Stage_0,2019-12-01
146,Stage_1,2019-12-04
146,Stage_6,2019-12-13
146,Stage_3,2019-12-14
146,Stage_7,2019-12-19
146,Stage_8,2019-12-20
147,Stage_0,2019-12-01
147,Stage_1,2019-12-04
147,Stage_2,2019-12-06
147,Stage_4,2019-12-15
147,Stage_6,2019-12-17
147,Stage_7,2019-12-22
148,Stage_1,2019-12-01
148,Stage_2,2019-12-06
148,Stage_6,2019-12-11
148,Stage_3,2019-12-17
148,Stage_8,2019-12-19
149,Stage_0,2019-12-01
149,Stage_3,2019-12-03
149,Stage_1,2019-12-09
149,Stage_6,2019-12-17
149,Stage_8,2019-12-22
150,Stage_0,2019-12-01
150,Stage_2,2019-12-04
150,Stage_1,2019-12-13
150,Stage_6,2019-12-15
150,Stage_5,2019-12-17
150,Stage_8,2019-12-26
151,Stage_1,2019-12-01
151,Stage_2,2019-12-10
151,Stage_5,2019-12-13
151,Stage_3,2019-12-14
151,Stage_6,2019-12-19
151,Stage_7,2019-12-25
152,Stage_1,2019-12-01
152,Stage_2,2019-12-04
152,Stage_5,2019-12-08
152,Stage_6,2019-12-10
152,Stage_8,2019-12-16
153,Stage_0,2019-12-01
153,Stage_1,2019-12-08
153,Stage_2,2019-12-17
153,Stage_5,2019-12-23
153,Stage_6,2019-12-28
154,Stage_1,2019-12-01
154,Stage_2,2019-12-06
154,Stage_6,2019-12-12
154,Stage_8,2019-12-19
155,Stage_0,2019-12-01
155,Stage_1,2019-12-02
155,Stage_2,2019-12-06
155,Stage_5,2019-12-11
155,Stage_6,2019-12-15
155,Stage_8,2019-12-16
156,Stage_0,2019-12-01
156,Stage_1,2019-12-10
156,Stage_2,2019-12-11
156,Stage_5,2019-12-16
156,Stage_7,2019-12-25
156,Stage_6,2020-01-02
156,Stage_8,2020-01-11
156,Stage_9,2020-01-18
157,Stage_1,2019-12-01
157,Stage_5,2019-12-08
157,Stage_0,2019-12-14
157,Stage_6,2019-12-16
157,Stage_7,2019-12-21
157,Stage_8,2019-12-29
157,Stage_9,2019-12-30
158,Stage_0,2019-12-01
158,Stage_1,2019-12-06
158,Stage_5,2019-12-11
158,Stage_2,2019-12-14
158,Stage_6,2019-12-20
158,Stage_8,2019-12-24
159,Stage_0,2019-12-01
159,Stage_1,2019-12-10
159,Stage_2,2019-12-17
159,Stage_5,2019-12-18
160,Stage_0,2019-12-01
160,Stage_1,2019-12-04
160,Stage_2,2019-12-08
160,Stage_3,2019-12-14
160,Stage_5,2019-12-23
160,Stage_6,2019-12-25
160,Stage_7,2019-12-28
161,Stage_0,2019-12-01
161,Stage_1,2019-12-08
161,Stage_2,2019-12-16
161,Stage_3,2019-12-18
161,Stage_5,2019-12-23
161,Stage_6,2019-12-25
161,Stage_7,2019-12-26
162,Stage_0,2019-12-01
162,Stage_2,2019-12-10
162,Stage_5,2019-12-19
162,Stage_1,2019-12-24
162,Stage_6,2020-01-02
162,Stage_7,2020-01-05
162,Stage_9,2020-01-11
162,Stage_8,2020-01-14
163,Stage_0,2019-12-01
163,Stage_1,2019-12-03
163,Stage_2,2019-12-11
163,Stage_5,2019-12-14
163,Stage_6,2019-12-19
163,Stage_8,2019-12-26
164,Stage_0,2019-12-01
164,Stage_1,2019-12-04
164,Stage_2,2019-12-07
164,Stage_6,2019-12-11
164,Stage_8,2019-12-13
164,Stage_9,2019-12-22
165,Stage_2,2019-12-01
165,Stage_6,2019-12-07
165,Stage_7,2019-12-08
165,Stage_8,2019-12-17
166,Stage_1,2019-12-01
166,Stage_0,2019-12-10
166,Stage_2,2019-12-18
166,Stage_5,2019-12-25
166,Stage_6,2020-01-02
166,Stage_3,2020-01-06
166,Stage_7,2020-01-11
166,Stage_8,2020-01-14
167,Stage_0,2019-12-01
167,Stage_1,2019-12-03
167,Stage_2,2019-12-08
167,Stage_6,2019-12-10
167,Stage_7,2019-12-19
168,Stage_0,2019-12-01
