id,stages,dt
25.0,Stage_8,2019-12-10
25.0,Stage_7,2019-12-11
26.0,Stage_0,2019-12-01
26.0,Stage_2,2019-12-10
26.0,Stage_1,2019-12-15
26.0,Stage_3,2019-12-22
26.0,Stage_5,2019-12-24
26.0,Stage_6,2019-12-27
26.0,Stage_7,2020-01-04
26.0,Stage_8,2020-01-11
27.0,Stage_2,2019-12-01
27.0,Stage_3,2019-12-06
27.0,Stage_0,2019-12-07
27.0,Stage_5,2019-12-09
27.0,Stage_8,2019-12-13
28.0,Stage_1,2019-12-01
28.0,Stage_3,2019-12-05
28.0,Stage_2,2019-12-06
28.0,Stage_5,2019-12-08
28.0,Stage_6,2019-12-09
28.0,Stage_8,2019-12-15
29.0,Stage_0,2019-12-01
29.0,Stage_2,2019-12-04
29.0,Stage_5,2019-12-11
29.0,Stage_3,2019-12-13
29.0,Stage_8,2019-12-14
29.0,Stage_9,2019-12-22
30.0,Stage_2,2019-12-01
30.0,Stage_3,2019-12-06
30.0,Stage_5,2019-12-13
30.0,Stage_7,2019-12-17
31.0,Stage_0,2019-12-01
31.0,Stage_1,2019-12-02
31.0,Stage_2,2019-12-07
31.0,Stage_3,2019-12-15
31.0,Stage_5,2019-12-20
31.0,Stage_4,2019-12-29
31.0,Stage_8,2020-01-07
32.0,Stage_0,2019-12-01
32.0,Stage_1,2019-12-02
32.0,Stage_2,2019-12-07
32.0,Stage_9,2019-12-11
33.0,Stage_0,2019-12-01
33.0,Stage_7,2019-12-03
33.0,Stage_8,2019-12-12
34.0,Stage_1,2019-12-01
34.0,Stage_2,2019-12-03
34.0,Stage_0,2019-12-11
34.0,Stage_5,2019-12-13
34.0,Stage_8,2019-12-15
34.0,Stage_9,2019-12-22
34.0,Stage_3,2019-12-25
35.0,Stage_3,2019-12-01
35.0,Stage_4,2019-12-05
35.0,Stage_5,2019-12-14
35.0,Stage_7,2019-12-23
35.0,Stage_8,2019-12-27
36.0,Stage_0,2019-12-01
36.0,Stage_2,2019-12-08
36.0,Stage_4,2019-12-11
36.0,Stage_5,2019-12-19
36.0,Stage_3,2019-12-25
36.0,Stage_7,2019-12-28
36.0,Stage_9,2020-01-01
37.0,Stage_0,2019-12-01
37.0,Stage_5,2019-12-07
38.0,Stage_0,2019-12-01
38.0,Stage_3,2019-12-03
38.0,Stage_5,2019-12-10
38.0,Stage_7,2019-12-12
39.0,Stage_0,2019-12-01
39.0,Stage_8,2019-12-09
40.0,Stage_2,2019-12-01
40.0,Stage_0,2019-12-06
40.0,Stage_5,2019-12-09
40.0,Stage_3,2019-12-15
40.0,Stage_7,2019-12-19
40.0,Stage_8,2019-12-28
41.0,Stage_2,2019-12-01
41.0,Stage_3,2019-12-06
41.0,Stage_5,2019-12-14
41.0,Stage_8,2019-12-21
42.0,Stage_2,2019-12-01
42.0,Stage_0,2019-12-08
42.0,Stage_3,2019-12-12
43.0,Stage_2,2019-12-01
43.0,Stage_0,2019-12-09
43.0,Stage_7,2019-12-17
43.0,Stage_8,2019-12-24
44.0,Stage_0,2019-12-01
44.0,Stage_5,2019-12-09
44.0,Stage_2,2019-12-11
44.0,Stage_7,2019-12-12
44.0,Stage_8,2019-12-21
45.0,Stage_0,2019-12-01
45.0,Stage_2,2019-12-02
45.0,Stage_3,2019-12-11
45.0,Stage_7,2019-12-16
46.0,Stage_0,2019-12-01
46.0,Stage_2,2019-12-10
46.0,Stage_3,2019-12-14
46.0,Stage_4,2019-12-22
46.0,Stage_5,2019-12-23
46.0,Stage_7,2019-12-31
46.0,Stage_8,2020-01-08
46.0,Stage_9,2020-01-14
47.0,Stage_0,2019-12-01
47.0,Stage_1,2019-12-09
47.0,Stage_7,2019-12-18
47.0,Stage_5,2019-12-24
48.0,Stage_0,2019-12-01
48.0,Stage_1,2019-12-05
48.0,Stage_3,2019-12-12
48.0,Stage_4,2019-12-16
48.0,Stage_5,2019-12-21
48.0,Stage_7,2019-12-29
49.0,Stage_0,2019-12-01
49.0,Stage_3,2019-12-04
49.0,Stage_7,2019-12-11
50.0,Stage_0,2019-12-01
50.0,Stage_6,2019-12-07
50.0,Stage_2,2019-12-12
50.0,Stage_7,2019-12-13
50.0,Stage_8,2019-12-21
51.0,Stage_0,2019-12-01
51.0,Stage_4,2019-12-05
51.0,Stage_2,2019-12-08
51.0,Stage_5,2019-12-17
51.0,Stage_9,2019-12-18
52.0,Stage_2,2019-12-01
52.0,Stage_0,2019-12-05
52.0,Stage_4,2019-12-10
52.0,Stage_5,2019-12-16
52.0,Stage_8,2019-12-19
53.0,Stage_2,2019-12-01
53.0,Stage_3,2019-12-04
53.0,Stage_7,2019-12-08
53.0,Stage_6,2019-12-16
53.0,Stage_8,2019-12-17
54.0,Stage_0,2019-12-01
54.0,Stage_3,2019-12-04
54.0,Stage_4,2019-12-08
54.0,Stage_7,2019-12-17
54.0,Stage_8,2019-12-24
55.0,Stage_5,2019-12-01
55.0,Stage_7,2019-12-02
55.0,Stage_2,2019-12-09
55.0,Stage_8,2019-12-14
56.0,Stage_3,2019-12-01
56.0,Stage_1,2019-12-02
56.0,Stage_7,2019-12-04
56.0,Stage_5,2019-12-12
56.0,Stage_8,2019-12-16
57.0,Stage_0,2019-12-01
57.0,Stage_2,2019-12-05
57.0,Stage_8,2019-12-09
58.0,Stage_0,2019-12-01
58.0,Stage_2,2019-12-06
58.0,Stage_5,2019-12-14
59.0,Stage_0,2019-12-01
59.0,Stage_5,2019-12-08
59.0,Stage_4,2019-12-14
59.0,Stage_7,2019-12-15
60.0,Stage_0,2019-12-01
60.0,Stage_2,2019-12-10
60.0,Stage_1,2019-12-15
60.0,Stage_3,2019-12-21
61.0,Stage_0,2019-12-01
61.0,Stage_2,2019-12-09
61.0,Stage_4,2019-12-18
61.0,Stage_3,2019-12-27
61.0,Stage_5,2019-12-28
61.0,Stage_7,2020-01-05
61.0,Stage_8,2020-01-13
62.0,Stage_0,2019-12-01
62.0,Stage_3,2019-12-09
62.0,Stage_2,2019-12-11
62.0,Stage_6,2019-12-14
62.0,Stage_8,2019-12-20
63.0,Stage_3,2019-12-01
63.0,Stage_0,2019-12-09
63.0,Stage_7,2019-12-12
63.0,Stage_5,2019-12-14
63.0,Stage_9,2019-12-23
64.0,Stage_8,2019-12-01
64.0,Stage_0,2019-12-08
64.0,Stage_9,2019-12-09
65.0,Stage_2,2019-12-01
65.0,Stage_3,2019-12-02
65.0,Stage_0,2019-12-11
65.0,Stage_5,2019-12-18
65.0,Stage_8,2019-12-20
65.0,Stage_7,2019-12-25
66.0,Stage_0,2019-12-01
66.0,Stage_3,2019-12-07
66.0,Stage_7,2019-12-16
67.0,Stage_0,2019-12-01
67.0,Stage_1,2019-12-03
67.0,Stage_4,2019-12-04
67.0,Stage_6,2019-12-05
68.0,Stage_0,2019-12-01
68.0,Stage_2,2019-12-08
68.0,Stage_7,2019-12-13
68.0,Stage_8,2019-12-14
68.0,Stage_9,2019-12-18
69.0,Stage_0,2019-12-01
69.0,Stage_2,2019-12-09
69.0,Stage_3,2019-12-17
69.0,Stage_4,2019-12-25
69.0,Stage_5,2019-12-26
69.0,Stage_7,2019-12-30
70.0,Stage_2,2019-12-01
70.0,Stage_5,2019-12-05
70.0,Stage_7,2019-12-08
70.0,Stage_0,2019-12-14
71.0,Stage_2,2019-12-01
71.0,Stage_0,2019-12-02
71.0,Stage_6,2019-12-10
71.0,Stage_8,2019-12-18
72.0,Stage_0,2019-12-01
72.0,Stage_2,2019-12-06
72.0,Stage_3,2019-12-11
72.0,Stage_4,2019-12-19
72.0,Stage_8,2019-12-27
72.0,Stage_7,2019-12-31
73.0,Stage_0,2019-12-01
73.0,Stage_2,2019-12-05
73.0,Stage_5,2019-12-11
74.0,Stage_3,2019-12-01
74.0,Stage_4,2019-12-05
75.0,Stage_2,2019-12-01
75.0,Stage_0,2019-12-02
75.0,Stage_3,2019-12-04
75.0,Stage_4,2019-12-08
75.0,Stage_5,2019-12-13
75.0,Stage_9,2019-12-17
75.0,Stage_8,2019-12-20
76.0,Stage_0,2019-12-01
76.0,Stage_2,2019-12-10
76.0,Stage_3,2019-12-19
77.0,Stage_3,2019-12-01
77.0,Stage_7,2019-12-04
77.0,Stage_9,2019-12-13
78.0,Stage_0,2019-12-01
78.0,Stage_2,2019-12-09
78.0,Stage_3,2019-12-16
78.0,Stage_5,2019-12-23
79.0,Stage_0,2019-12-01
79.0,Stage_2,2019-12-03
79.0,Stage_4,2019-12-09
79.0,Stage_5,2019-12-10
79.0,Stage_8,2019-12-17
79.0,Stage_9,2019-12-24
80.0,Stage_0,2019-12-01
80.0,Stage_2,2019-12-03
80.0,Stage_5,2019-12-06
80.0,Stage_8,2019-12-14
81.0,Stage_0,2019-12-01
81.0,Stage_2,2019-12-10
81.0,Stage_3,2019-12-19
81.0,Stage_5,2019-12-21
81.0,Stage_8,2019-12-22
82.0,Stage_2,2019-12-01
82.0,Stage_0,2019-12-03
82.0,Stage_3,2019-12-11
82.0,Stage_5,2019-12-18
82.0,Stage_7,2019-12-22
83.0,Stage_0,2019-12-01
83.0,Stage_5,2019-12-09
83.0,Stage_8,2019-12-15
83.0,Stage_7,2019-12-21
84.0,Stage_2,2019-12-01
84.0,Stage_0,2019-12-07
84.0,Stage_3,2019-12-16
84.0,Stage_5,2019-12-24
84.0,Stage_7,2019-12-28
85.0,Stage_0,2019-12-01
85.0,Stage_3,2019-12-05
85.0,Stage_7,2019-12-13
85.0,Stage_8,2019-12-19
85.0,Stage_9,2019-12-25
86.0,Stage_0,2019-12-01
86.0,Stage_2,2019-12-10
86.0,Stage_5,2019-12-13
86.0,Stage_8,2019-12-22
86.0,Stage_7,2019-12-28
87.0,Stage_3,2019-12-01
87.0,Stage_0,2019-12-08
87.0,Stage_4,2019-12-10
87.0,Stage_8,2019-12-16
88.0,Stage_0,2019-12-01
88.0,Stage_2,2019-12-06
88.0,Stage_3,2019-12-14
88.0,Stage_5,2019-12-20
88.0,Stage_7,2019-12-21
88.0,Stage_9,2019-12-26
89.0,Stage_2,2019-12-01
89.0,Stage_5,2019-12-06
89.0,Stage_7,2019-12-13
89.0,Stage_3,2019-12-20
90.0,Stage_0,2019-12-01
90.0,Stage_8,2019-12-08
91.0,Stage_0,2019-12-01
91.0,Stage_2,2019-12-09
91.0,Stage_4,2019-12-18
91.0,Stage_6,2019-12-19
91.0,Stage_8,2019-12-21
92.0,Stage_1,2019-12-01
92.0,Stage_3,2019-12-05
92.0,Stage_7,2019-12-14
92.0,Stage_5,2019-12-22
92.0,Stage_9,2019-12-26
93.0,Stage_3,2019-12-01
93.0,Stage_5,2019-12-07
93.0,Stage_0,2019-12-15
93.0,Stage_6,2019-12-18
93.0,Stage_8,2019-12-19
93.0,Stage_7,2019-12-21
94.0,Stage_3,2019-12-01
94.0,Stage_1,2019-12-06
94.0,Stage_5,2019-12-14
94.0,Stage_7,2019-12-18
94.0,Stage_8,2019-12-24
95.0,Stage_0,2019-12-01
95.0,Stage_2,2019-12-02
95.0,Stage_5,2019-12-11
95.0,Stage_3,2019-12-15
95.0,Stage_8,2019-12-18
95.0,Stage_9,2019-12-27
96.0,Stage_2,2019-12-01
96.0,Stage_5,2019-12-02
96.0,Stage_3,2019-12-03
96.0,Stage_8,2019-12-08
96.0,Stage_9,2019-12-13
97.0,Stage_0,2019-12-01
97.0,Stage_1,2019-12-08
97.0,Stage_4,2019-12-14
97.0,Stage_5,2019-12-20
97.0,Stage_2,2019-12-29
97.0,Stage_8,2020-01-01
98.0,Stage_1,2019-12-01
98.0,Stage_2,2019-12-03
98.0,Stage_7,2019-12-06
98.0,Stage_5,2019-12-07
98.0,Stage_8,2019-12-13
98.0,Stage_9,2019-12-19
99.0,Stage_0,2019-12-01
99.0,Stage_8,2019-12-08
99.0,Stage_3,2019-12-14
100.0,Stage_2,2019-12-01
100.0,Stage_3,2019-12-09
100.0,Stage_8,2019-12-18
101.0,Stage_0,2019-12-01
101.0,Stage_2,2019-12-10
101.0,Stage_5,2019-12-12
101.0,Stage_3,2019-12-13
101.0,Stage_7,2019-12-20
101.0,Stage_8,2019-12-26
101.0,Stage_9,2019-12-27
102.0,Stage_0,2019-12-01
102.0,Stage_3,2019-12-10
102.0,Stage_2,2019-12-15
102.0,Stage_7,2019-12-23
102.0,Stage_4,2019-12-25
102.0,Stage_8,2019-12-29
103.0,Stage_0,2019-12-01
103.0,Stage_4,2019-12-09
103.0,Stage_8,2019-12-14
103.0,Stage_5,2019-12-15
104.0,Stage_0,2019-12-01
104.0,Stage_3,2019-12-04
104.0,Stage_2,2019-12-10
104.0,Stage_8,2019-12-11
104.0,Stage_9,2019-12-12
105.0,Stage_3,2019-12-01
105.0,Stage_8,2019-12-02
105.0,Stage_7,2019-12-07
106.0,Stage_0,2019-12-01
106.0,Stage_2,2019-12-05
106.0,Stage_7,2019-12-12
106.0,Stage_9,2019-12-17
107.0,Stage_2,2019-12-01
107.0,Stage_3,2019-12-09
107.0,Stage_7,2019-12-17
107.0,Stage_8,2019-12-23
108.0,Stage_0,2019-12-01
108.0,Stage_3,2019-12-04
108.0,Stage_5,2019-12-08
108.0,Stage_7,2019-12-14
108.0,Stage_8,2019-12-17
109.0,Stage_2,2019-12-01
109.0,Stage_0,2019-12-10
109.0,Stage_3,2019-12-11
109.0,Stage_5,2019-12-16
110.0,Stage_0,2019-12-01
110.0,Stage_2,2019-12-10
110.0,Stage_7,2019-12-12
110.0,Stage_8,2019-12-20
111.0,Stage_0,2019-12-01
111.0,Stage_1,2019-12-08
111.0,Stage_2,2019-12-10
111.0,Stage_3,2019-12-11
111.0,Stage_4,2019-12-14
111.0,Stage_8,2019-12-15
111.0,Stage_5,2019-12-22
112.0,Stage_0,2019-12-01
112.0,Stage_2,2019-12-04
112.0,Stage_7,2019-12-09
112.0,Stage_8,2019-12-12
113.0,Stage_0,2019-12-01
113.0,Stage_4,2019-12-07
113.0,Stage_3,2019-12-11
114.0,Stage_2,2019-12-01
114.0,Stage_4,2019-12-07
114.0,Stage_5,2019-12-14
114.0,Stage_8,2019-12-20
114.0,Stage_7,2019-12-28
115.0,Stage_2,2019-12-01
115.0,Stage_3,2019-12-07
115.0,Stage_5,2019-12-11
115.0,Stage_9,2019-12-12
115.0,Stage_8,2019-12-13
116.0,Stage_0,2019-12-01
116.0,Stage_1,2019-12-05
116.0,Stage_5,2019-12-08
116.0,Stage_3,2019-12-15
116.0,Stage_9,2019-12-20
117.0,Stage_0,2019-12-01
117.0,Stage_1,2019-12-08
117.0,Stage_3,2019-12-14
117.0,Stage_2,2019-12-22
117.0,Stage_5,2019-12-29
117.0,Stage_7,2020-01-01
117.0,Stage_8,2020-01-05
119.0,Stage_0,2019-12-01
119.0,Stage_2,2019-12-03
119.0,Stage_5,2019-12-05
119.0,Stage_3,2019-12-09
120.0,Stage_0,2019-12-01
120.0,Stage_2,2019-12-05
120.0,Stage_3,2019-12-13
120.0,Stage_5,2019-12-14
120.0,Stage_4,2019-12-22
120.0,Stage_7,2019-12-28
120.0,Stage_8,2020-01-02
121.0,Stage_0,2019-12-01
121.0,Stage_7,2019-12-05
121.0,Stage_8,2019-12-10
121.0,Stage_9,2019-12-13
122.0,Stage_0,2019-12-01
122.0,Stage_5,2019-12-08
123.0,Stage_3,2019-12-01
123.0,Stage_4,2019-12-03
123.0,Stage_9,2019-12-10
123.0,Stage_5,2019-12-18
124.0,Stage_0,2019-12-01
124.0,Stage_2,2019-12-03
124.0,Stage_3,2019-12-04
124.0,Stage_5,2019-12-09
124.0,Stage_8,2019-12-17
125.0,Stage_1,2019-12-01
125.0,Stage_8,2019-12-09
125.0,Stage_4,2019-12-18
126.0,Stage_2,2019-12-01
126.0,Stage_4,2019-12-07
127.0,Stage_0,2019-12-01
127.0,Stage_1,2019-12-04
127.0,Stage_3,2019-12-07
127.0,Stage_2,2019-12-14
127.0,Stage_7,2019-12-18
127.0,Stage_5,2019-12-26
127.0,Stage_9,2020-01-04
128.0,Stage_0,2019-12-01
128.0,Stage_2,2019-12-10
128.0,Stage_3,2019-12-11
128.0,Stage_4,2019-12-16
128.0,Stage_5,2019-12-22
128.0,Stage_7,2019-12-28
128.0,Stage_8,2019-12-29
129.0,Stage_0,2019-12-01
129.0,Stage_2,2019-12-06
129.0,Stage_3,2019-12-11
129.0,Stage_5,2019-12-16
129.0,Stage_7,2019-12-22
129.0,Stage_8,2019-12-31
129.0,Stage_9,2020-01-02
130.0,Stage_0,2019-12-01
130.0,Stage_2,2019-12-08
130.0,Stage_5,2019-12-10
130.0,Stage_3,2019-12-14
130.0,Stage_8,2019-12-15
131.0,Stage_0,2019-12-01
131.0,Stage_2,2019-12-03
131.0,Stage_3,2019-12-09
131.0,Stage_5,2019-12-16
131.0,Stage_8,2019-12-18
131.0,Stage_9,2019-12-19
132.0,Stage_0,2019-12-01
132.0,Stage_3,2019-12-09
132.0,Stage_5,2019-12-11
132.0,Stage_7,2019-12-20
133.0,Stage_5,2019-12-01
133.0,Stage_7,2019-12-05
133.0,Stage_2,2019-12-12
133.0,Stage_8,2019-12-17
134.0,Stage_0,2019-12-01
134.0,Stage_1,2019-12-08
134.0,Stage_2,2019-12-15
134.0,Stage_3,2019-12-22
134.0,Stage_8,2019-12-26
135.0,Stage_0,2019-12-01
135.0,Stage_2,2019-12-10
135.0,Stage_7,2019-12-17
136.0,Stage_2,2019-12-01
136.0,Stage_5,2019-12-02
136.0,Stage_0,2019-12-08
136.0,Stage_7,2019-12-14
136.0,Stage_8,2019-12-19
137.0,Stage_2,2019-12-01
137.0,Stage_3,2019-12-05
137.0,Stage_5,2019-12-11
137.0,Stage_8,2019-12-19
138.0,Stage_0,2019-12-01
138.0,Stage_2,2019-12-09
138.0,Stage_7,2019-12-15
139.0,Stage_0,2019-12-01
139.0,Stage_2,2019-12-04
139.0,Stage_3,2019-12-06
139.0,Stage_5,2019-12-15
139.0,Stage_8,2019-12-18
140.0,Stage_0,2019-12-01
140.0,Stage_2,2019-12-02
140.0,Stage_3,2019-12-08
140.0,Stage_7,2019-12-12
140.0,Stage_4,2019-12-17
140.0,Stage_8,2019-12-24
141.0,Stage_0,2019-12-01
141.0,Stage_3,2019-12-07
142.0,Stage_2,2019-12-01
142.0,Stage_4,2019-12-08
142.0,Stage_7,2019-12-13
142.0,Stage_8,2019-12-14
143.0,Stage_0,2019-12-01
143.0,Stage_2,2019-12-05
143.0,Stage_8,2019-12-12
144.0,Stage_0,2019-12-01
144.0,Stage_2,2019-12-07
144.0,Stage_3,2019-12-08
144.0,Stage_7,2019-12-16
144.0,Stage_9,2019-12-18
144.0,Stage_8,2019-12-19
145.0,Stage_0,2019-12-01
145.0,Stage_1,2019-12-02
145.0,Stage_2,2019-12-08
145.0,Stage_8,2019-12-13
146.0,Stage_0,2019-12-01
146.0,Stage_1,2019-12-09
146.0,Stage_3,2019-12-15
146.0,Stage_2,2019-12-17
147.0,Stage_0,2019-12-01
147.0,Stage_5,2019-12-09
147.0,Stage_2,2019-12-15
147.0,Stage_6,2019-12-16
147.0,Stage_8,2019-12-22
148.0,Stage_3,2019-12-01
148.0,Stage_0,2019-12-06
148.0,Stage_8,2019-12-11
149.0,Stage_0,2019-12-01
149.0,Stage_2,2019-12-02
149.0,Stage_5,2019-12-11
149.0,Stage_8,2019-12-18
150.0,Stage_2,2019-12-01
150.0,Stage_3,2019-12-06
150.0,Stage_5,2019-12-12
150.0,Stage_8,2019-12-21
151.0,Stage_0,2019-12-01
151.0,Stage_3,2019-12-04
151.0,Stage_5,2019-12-07
151.0,Stage_9,2019-12-15
152.0,Stage_2,2019-12-01
152.0,Stage_0,2019-12-08
152.0,Stage_9,2019-12-15
153.0,Stage_0,2019-12-01
153.0,Stage_2,2019-12-04
153.0,Stage_4,2019-12-05
153.0,Stage_7,2019-12-06
153.0,Stage_8,2019-12-08
153.0,Stage_9,2019-12-13
154.0,Stage_0,2019-12-01
154.0,Stage_2,2019-12-05
154.0,Stage_5,2019-12-07
154.0,Stage_8,2019-12-15
155.0,Stage_2,2019-12-01
155.0,Stage_3,2019-12-04
155.0,Stage_7,2019-12-08
155.0,Stage_8,2019-12-15
156.0,Stage_0,2019-12-01
156.0,Stage_8,2019-12-08
156.0,Stage_2,2019-12-17
157.0,Stage_1,2019-12-01
157.0,Stage_2,2019-12-08
157.0,Stage_5,2019-12-17
157.0,Stage_3,2019-12-22
157.0,Stage_7,2019-12-26
158.0,Stage_0,2019-12-01
158.0,Stage_2,2019-12-07
158.0,Stage_3,2019-12-15
158.0,Stage_5,2019-12-16
158.0,Stage_8,2019-12-25
159.0,Stage_2,2019-12-01
159.0,Stage_5,2019-12-06
159.0,Stage_3,2019-12-13
160.0,Stage_3,2019-12-01
160.0,Stage_7,2019-12-03
160.0,Stage_5,2019-12-06
160.0,Stage_8,2019-12-15
161.0,Stage_3,2019-12-01
161.0,Stage_2,2019-12-10
161.0,Stage_5,2019-12-13
161.0,Stage_7,2019-12-18
161.0,Stage_8,2019-12-19
161.0,Stage_9,2019-12-21
162.0,Stage_1,2019-12-01
162.0,Stage_0,2019-12-03
162.0,Stage_5,2019-12-10
162.0,Stage_2,2019-12-14
162.0,Stage_8,2019-12-18
162.0,Stage_9,2019-12-22
163.0,Stage_0,2019-12-01
163.0,Stage_2,2019-12-03
163.0,Stage_5,2019-12-05
163.0,Stage_7,2019-12-07
163.0,Stage_3,2019-12-13
163.0,Stage_8,2019-12-19
164.0,Stage_0,2019-12-01
164.0,Stage_2,2019-12-04
164.0,Stage_3,2019-12-05
164.0,Stage_7,2019-12-11
164.0,Stage_5,2019-12-13
164.0,Stage_8,2019-12-22
165.0,Stage_0,2019-12-01
165.0,Stage_5,2019-12-09
165.0,Stage_7,2019-12-12
165.0,Stage_8,2019-12-17
166.0,Stage_2,2019-12-01
166.0,Stage_0,2019-12-06
166.0,Stage_9,2019-12-10
167.0,Stage_0,2019-12-01
167.0,Stage_2,2019-12-04
167.0,Stage_5,2019-12-11
167.0,Stage_8,2019-12-15
167.0,Stage_9,2019-12-16
168.0,Stage_0,2019-12-01
168.0,Stage_2,2019-12-07
168.0,Stage_3,2019-12-11
168.0,Stage_4,2019-12-18
168.0,Stage_7,2019-12-27
169.0,Stage_0,2019-12-01
169.0,Stage_3,2019-12-09
169.0,Stage_5,2019-12-10
169.0,Stage_8,2019-12-14
169.0,Stage_7,2019-12-17
170.0,Stage_0,2019-12-01
170.0,Stage_1,2019-12-07
170.0,Stage_2,2019-12-13
170.0,Stage_3,2019-12-17
170.0,Stage_5,2019-12-23
171.0,Stage_0,2019-12-01
171.0,Stage_1,2019-12-04
171.0,Stage_4,2019-12-11
171.0,Stage_5,2019-12-20
171.0,Stage_8,2019-12-21
172.0,Stage_0,2019-12-01
172.0,Stage_2,2019-12-05
172.0,Stage_7,2019-12-10
173.0,Stage_0,2019-12-01
173.0,Stage_2,2019-12-06
173.0,Stage_5,2019-12-14
173.0,Stage_8,2019-12-20
173.0,Stage_7,2019-12-21
174.0,Stage_0,2019-12-01
174.0,Stage_2,2019-12-08
174.0,Stage_3,2019-12-13
174.0,Stage_5,2019-12-15
175.0,Stage_3,2019-12-01
175.0,Stage_7,2019-12-04
175.0,Stage_5,2019-12-10
176.0,Stage_2,2019-12-01
176.0,Stage_3,2019-12-05
176.0,Stage_5,2019-12-14
176.0,Stage_8,2019-12-20
177.0,Stage_0,2019-12-01
177.0,Stage_1,2019-12-06
177.0,Stage_2,2019-12-10
178.0,Stage_1,2019-12-01
178.0,Stage_5,2019-12-02
178.0,Stage_2,2019-12-03
178.0,Stage_7,2019-12-12
179.0,Stage_0,2019-12-01
179.0,Stage_3,2019-12-06
179.0,Stage_5,2019-12-10
179.0,Stage_6,2019-12-11
179.0,Stage_7,2019-12-16
180.0,Stage_0,2019-12-01
180.0,Stage_2,2019-12-07
180.0,Stage_8,2019-12-08
180.0,Stage_9,2019-12-16
181.0,Stage_0,2019-12-01
181.0,Stage_3,2019-12-09
181.0,Stage_4,2019-12-17
181.0,Stage_5,2019-12-22
181.0,Stage_7,2019-12-26
182.0,Stage_1,2019-12-01
182.0,Stage_0,2019-12-05
