id,stages,dt
28,Stage_2,2019-12-04
28,Stage_1,2019-12-08
28,Stage_6,2019-12-11
28,Stage_3,2019-12-12
28,Stage_7,2019-12-15
29,Stage_0,2019-12-01
29,Stage_1,2019-12-10
29,Stage_7,2019-12-15
30,Stage_1,2019-12-01
30,Stage_2,2019-12-08
30,Stage_3,2019-12-12
30,Stage_6,2019-12-14
31,Stage_0,2019-12-01
31,Stage_2,2019-12-06
31,Stage_3,2019-12-12
31,Stage_7,2019-12-19
31,Stage_6,2019-12-22
31,Stage_8,2019-12-24
31,Stage_9,2019-12-28
32,Stage_0,2019-12-01
32,Stage_3,2019-12-02
32,Stage_7,2019-12-06
33,Stage_0,2019-12-01
33,Stage_7,2019-12-04
33,Stage_3,2019-12-09
34,Stage_0,2019-12-01
34,Stage_2,2019-12-03
34,Stage_1,2019-12-04
34,Stage_3,2019-12-07
34,Stage_6,2019-12-08
34,Stage_7,2019-12-09
35,Stage_0,2019-12-01
35,Stage_2,2019-12-05
35,Stage_3,2019-12-06
35,Stage_4,2019-12-10
35,Stage_7,2019-12-17
35,Stage_6,2019-12-21
36,Stage_0,2019-12-01
36,Stage_2,2019-12-04
36,Stage_3,2019-12-06
36,Stage_7,2019-12-11
36,Stage_4,2019-12-17
37,Stage_1,2019-12-01
37,Stage_0,2019-12-10
37,Stage_2,2019-12-12
37,Stage_5,2019-12-18
37,Stage_7,2019-12-21
37,Stage_8,2019-12-30
38,Stage_0,2019-12-01
38,Stage_3,2019-12-08
38,Stage_6,2019-12-10
38,Stage_2,2019-12-17
38,Stage_9,2019-12-19
39,Stage_3,2019-12-01
39,Stage_5,2019-12-05
39,Stage_0,2019-12-13
39,Stage_7,2019-12-19
39,Stage_9,2019-12-21
40,Stage_2,2019-12-01
40,Stage_3,2019-12-04
40,Stage_5,2019-12-10
41,Stage_0,2019-12-01
41,Stage_1,2019-12-10
41,Stage_2,2019-12-15
41,Stage_3,2019-12-17
41,Stage_7,2019-12-26
42,Stage_1,2019-12-01
42,Stage_3,2019-12-09
42,Stage_0,2019-12-13
42,Stage_7,2019-12-21
43,Stage_1,2019-12-01
43,Stage_0,2019-12-10
43,Stage_2,2019-12-11
43,Stage_3,2019-12-13
44,Stage_1,2019-12-01
44,Stage_2,2019-12-09
44,Stage_6,2019-12-17
44,Stage_3,2019-12-20
45,Stage_1,2019-12-01
45,Stage_0,2019-12-08
45,Stage_3,2019-12-11
45,Stage_4,2019-12-18
45,Stage_6,2019-12-21
46,Stage_0,2019-12-01
46,Stage_2,2019-12-07
46,Stage_1,2019-12-08
46,Stage_3,2019-12-15
47,Stage_0,2019-12-01
47,Stage_7,2019-12-05
47,Stage_5,2019-12-11
48,Stage_0,2019-12-01
48,Stage_3,2019-12-05
48,Stage_7,2019-12-11
48,Stage_6,2019-12-12
49,Stage_0,2019-12-01
49,Stage_1,2019-12-10
49,Stage_2,2019-12-16
49,Stage_3,2019-12-17
49,Stage_6,2019-12-18
49,Stage_7,2019-12-27
50,Stage_0,2019-12-01
50,Stage_3,2019-12-02
50,Stage_8,2019-12-06
50,Stage_7,2019-12-11
51,Stage_0,2019-12-01
51,Stage_4,2019-12-09
51,Stage_7,2019-12-17
52,Stage_0,2019-12-01
52,Stage_2,2019-12-04
52,Stage_6,2019-12-07
53,Stage_0,2019-12-01
53,Stage_1,2019-12-10
53,Stage_3,2019-12-12
53,Stage_6,2019-12-20
53,Stage_9,2019-12-23
53,Stage_4,2019-12-26
54,Stage_0,2019-12-01
54,Stage_1,2019-12-04
54,Stage_2,2019-12-07
54,Stage_4,2019-12-08
54,Stage_6,2019-12-13
54,Stage_7,2019-12-22
55,Stage_2,2019-12-01
55,Stage_1,2019-12-05
55,Stage_3,2019-12-11
55,Stage_7,2019-12-19
55,Stage_8,2019-12-23
56,Stage_1,2019-12-01
56,Stage_2,2019-12-09
56,Stage_6,2019-12-18
56,Stage_7,2019-12-25
57,Stage_0,2019-12-01
57,Stage_1,2019-12-08
57,Stage_2,2019-12-12
58,Stage_0,2019-12-01
58,Stage_1,2019-12-09
58,Stage_2,2019-12-12
58,Stage_6,2019-12-17
58,Stage_3,2019-12-21
59,Stage_0,2019-12-01
59,Stage_1,2019-12-03
59,Stage_2,2019-12-09
59,Stage_7,2019-12-18
59,Stage_3,2019-12-19
60,Stage_0,2019-12-01
60,Stage_1,2019-12-04
60,Stage_2,2019-12-12
60,Stage_3,2019-12-20
60,Stage_5,2019-12-25
60,Stage_6,2019-12-30
61,Stage_0,2019-12-01
61,Stage_2,2019-12-02
61,Stage_6,2019-12-04
61,Stage_3,2019-12-06
61,Stage_7,2019-12-07
61,Stage_8,2019-12-16
62,Stage_0,2019-12-01
62,Stage_1,2019-12-09
62,Stage_3,2019-12-16
62,Stage_6,2019-12-25
62,Stage_2,2020-01-03
62,Stage_7,2020-01-11
62,Stage_8,2020-01-19
63,Stage_0,2019-12-01
63,Stage_6,2019-12-06
63,Stage_2,2019-12-14
63,Stage_7,2019-12-18
64,Stage_0,2019-12-01
64,Stage_2,2019-12-03
64,Stage_3,2019-12-12
65,Stage_0,2019-12-01
65,Stage_1,2019-12-07
65,Stage_6,2019-12-10
65,Stage_3,2019-12-11
66,Stage_0,2019-12-01
66,Stage_1,2019-12-08
67,Stage_1,2019-12-01
67,Stage_9,2019-12-05
67,Stage_7,2019-12-08
68,Stage_3,2019-12-01
68,Stage_1,2019-12-09
68,Stage_7,2019-12-10
69,Stage_0,2019-12-01
69,Stage_1,2019-12-02
69,Stage_3,2019-12-04
69,Stage_2,2019-12-13
69,Stage_6,2019-12-16
69,Stage_7,2019-12-22
70,Stage_2,2019-12-01
70,Stage_0,2019-12-06
70,Stage_3,2019-12-14
70,Stage_4,2019-12-20
70,Stage_6,2019-12-23
70,Stage_7,2019-12-29
71,Stage_1,2019-12-01
71,Stage_3,2019-12-04
71,Stage_4,2019-12-06
71,Stage_0,2019-12-09
71,Stage_6,2019-12-13
72,Stage_0,2019-12-01
72,Stage_1,2019-12-09
72,Stage_3,2019-12-17
72,Stage_6,2019-12-19
72,Stage_4,2019-12-20
72,Stage_8,2019-12-27
72,Stage_9,2020-01-01
73,Stage_0,2019-12-01
73,Stage_1,2019-12-07
73,Stage_3,2019-12-09
73,Stage_7,2019-12-13
74,Stage_0,2019-12-01
74,Stage_1,2019-12-08
74,Stage_3,2019-12-10
74,Stage_7,2019-12-14
75,Stage_0,2019-12-01
75,Stage_6,2019-12-06
75,Stage_3,2019-12-11
75,Stage_7,2019-12-17
75,Stage_8,2019-12-24
76,Stage_1,2019-12-01
76,Stage_3,2019-12-09
76,Stage_0,2019-12-17
76,Stage_6,2019-12-24
77,Stage_0,2019-12-01
77,Stage_2,2019-12-02
77,Stage_3,2019-12-07
77,Stage_7,2019-12-08
77,Stage_6,2019-12-16
77,Stage_9,2019-12-19
78,Stage_0,2019-12-01
78,Stage_3,2019-12-02
78,Stage_1,2019-12-10
78,Stage_4,2019-12-17
78,Stage_7,2019-12-25
79,Stage_0,2019-12-01
79,Stage_3,2019-12-06
79,Stage_1,2019-12-12
79,Stage_6,2019-12-17
79,Stage_7,2019-12-21
80,Stage_1,2019-12-01
80,Stage_3,2019-12-02
80,Stage_6,2019-12-05
80,Stage_0,2019-12-12
80,Stage_8,2019-12-15
81,Stage_0,2019-12-01
81,Stage_1,2019-12-02
81,Stage_2,2019-12-04
81,Stage_3,2019-12-05
81,Stage_4,2019-12-11
81,Stage_6,2019-12-20
81,Stage_7,2019-12-21
81,Stage_9,2019-12-29
82,Stage_0,2019-12-01
82,Stage_1,2019-12-06
82,Stage_2,2019-12-10
82,Stage_3,2019-12-11
82,Stage_6,2019-12-20
82,Stage_7,2019-12-22
82,Stage_8,2019-12-24
83,Stage_0,2019-12-01
83,Stage_3,2019-12-06
83,Stage_1,2019-12-10
83,Stage_7,2019-12-15
84,Stage_0,2019-12-01
84,Stage_2,2019-12-03
84,Stage_3,2019-12-11
84,Stage_4,2019-12-16
85,Stage_0,2019-12-01
85,Stage_2,2019-12-04
85,Stage_1,2019-12-07
85,Stage_3,2019-12-12
85,Stage_7,2019-12-19
86,Stage_1,2019-12-01
86,Stage_0,2019-12-06
86,Stage_4,2019-12-13
86,Stage_5,2019-12-20
86,Stage_6,2019-12-27
86,Stage_7,2019-12-28
87,Stage_1,2019-12-01
87,Stage_2,2019-12-03
87,Stage_3,2019-12-05
87,Stage_0,2019-12-09
87,Stage_6,2019-12-16
87,Stage_7,2019-12-24
88,Stage_0,2019-12-01
88,Stage_2,2019-12-02
88,Stage_5,2019-12-09
89,Stage_1,2019-12-01
89,Stage_3,2019-12-06
89,Stage_8,2019-12-08
90,Stage_1,2019-12-01
90,Stage_0,2019-12-06
90,Stage_3,2019-12-07
90,Stage_7,2019-12-12
91,Stage_0,2019-12-01
91,Stage_1,2019-12-07
91,Stage_7,2019-12-11
91,Stage_2,2019-12-13
92,Stage_0,2019-12-01
92,Stage_1,2019-12-06
92,Stage_2,2019-12-11
92,Stage_6,2019-12-20
92,Stage_3,2019-12-29
92,Stage_7,2020-01-06
92,Stage_9,2020-01-10
93,Stage_0,2019-12-01
93,Stage_1,2019-12-09
93,Stage_2,2019-12-10
93,Stage_3,2019-12-14
93,Stage_4,2019-12-16
93,Stage_7,2019-12-22
93,Stage_5,2019-12-23
94,Stage_1,2019-12-01
94,Stage_2,2019-12-05
94,Stage_0,2019-12-14
94,Stage_6,2019-12-19
94,Stage_7,2019-12-21
94,Stage_3,2019-12-28
95,Stage_3,2019-12-01
95,Stage_0,2019-12-03
95,Stage_5,2019-12-12
95,Stage_4,2019-12-20
95,Stage_7,2019-12-26
95,Stage_6,2020-01-01
95,Stage_9,2020-01-06
96,Stage_1,2019-12-01
96,Stage_7,2019-12-07
96,Stage_3,2019-12-11
97,Stage_2,2019-12-01
97,Stage_0,2019-12-06
97,Stage_3,2019-12-11
97,Stage_7,2019-12-16
98,Stage_0,2019-12-01
98,Stage_2,2019-12-02
98,Stage_6,2019-12-10
98,Stage_9,2019-12-13
99,Stage_3,2019-12-01
99,Stage_4,2019-12-04
99,Stage_0,2019-12-08
99,Stage_7,2019-12-12
100,Stage_0,2019-12-01
100,Stage_3,2019-12-08
100,Stage_6,2019-12-15
100,Stage_7,2019-12-19
101,Stage_0,2019-12-01
101,Stage_1,2019-12-04
101,Stage_2,2019-12-13
101,Stage_3,2019-12-16
101,Stage_6,2019-12-21
101,Stage_4,2019-12-22
101,Stage_7,2019-12-28
102,Stage_0,2019-12-01
102,Stage_3,2019-12-08
102,Stage_6,2019-12-13
102,Stage_9,2019-12-14
103,Stage_1,2019-12-01
103,Stage_0,2019-12-10
103,Stage_3,2019-12-14
103,Stage_5,2019-12-18
103,Stage_7,2019-12-23
104,Stage_2,2019-12-01
104,Stage_3,2019-12-06
104,Stage_6,2019-12-07
105,Stage_3,2019-12-01
105,Stage_0,2019-12-10
105,Stage_6,2019-12-16
105,Stage_7,2019-12-17
106,Stage_2,2019-12-01
106,Stage_7,2019-12-07
107,Stage_0,2019-12-01
107,Stage_1,2019-12-02
107,Stage_2,2019-12-03
107,Stage_3,2019-12-08
108,Stage_0,2019-12-01
108,Stage_3,2019-12-04
108,Stage_6,2019-12-11
108,Stage_8,2019-12-16
109,Stage_3,2019-12-01
109,Stage_6,2019-12-05
109,Stage_0,2019-12-09
109,Stage_7,2019-12-11
110,Stage_2,2019-12-01
110,Stage_5,2019-12-07
110,Stage_6,2019-12-16
110,Stage_9,2019-12-20
110,Stage_7,2019-12-21
111,Stage_0,2019-12-01
111,Stage_3,2019-12-07
111,Stage_1,2019-12-10
111,Stage_7,2019-12-13
112,Stage_2,2019-12-01
112,Stage_3,2019-12-09
112,Stage_7,2019-12-14
112,Stage_1,2019-12-22
113,Stage_1,2019-12-01
113,Stage_0,2019-12-02
113,Stage_3,2019-12-10
113,Stage_7,2019-12-19
113,Stage_6,2019-12-27
113,Stage_8,2019-12-29
114,Stage_1,2019-12-01
114,Stage_4,2019-12-02
114,Stage_2,2019-12-10
114,Stage_7,2019-12-18
114,Stage_6,2019-12-21
115,Stage_0,2019-12-01
115,Stage_2,2019-12-09
115,Stage_3,2019-12-11
116,Stage_0,2019-12-01
116,Stage_1,2019-12-06
116,Stage_3,2019-12-07
116,Stage_4,2019-12-09
116,Stage_7,2019-12-10
117,Stage_0,2019-12-01
117,Stage_1,2019-12-09
117,Stage_2,2019-12-13
117,Stage_6,2019-12-15
118,Stage_0,2019-12-01
118,Stage_3,2019-12-02
118,Stage_7,2019-12-03
118,Stage_2,2019-12-11
119,Stage_0,2019-12-01
119,Stage_2,2019-12-09
119,Stage_1,2019-12-14
119,Stage_3,2019-12-21
119,Stage_7,2019-12-29
120,Stage_1,2019-12-01
120,Stage_3,2019-12-10
120,Stage_6,2019-12-12
120,Stage_5,2019-12-20
120,Stage_7,2019-12-29
121,Stage_0,2019-12-01
121,Stage_4,2019-12-02
121,Stage_6,2019-12-10
121,Stage_7,2019-12-16
121,Stage_9,2019-12-18
122,Stage_0,2019-12-01
122,Stage_1,2019-12-07
122,Stage_6,2019-12-10
122,Stage_7,2019-12-14
122,Stage_2,2019-12-16
122,Stage_8,2019-12-21
123,Stage_3,2019-12-01
123,Stage_7,2019-12-08
123,Stage_1,2019-12-13
124,Stage_0,2019-12-01
124,Stage_2,2019-12-07
124,Stage_4,2019-12-12
124,Stage_5,2019-12-15
124,Stage_3,2019-12-23
124,Stage_7,2019-12-30
124,Stage_8,2019-12-31
125,Stage_0,2019-12-01
125,Stage_1,2019-12-02
125,Stage_2,2019-12-07
125,Stage_7,2019-12-16
126,Stage_0,2019-12-01
126,Stage_3,2019-12-03
126,Stage_6,2019-12-04
126,Stage_7,2019-12-08
127,Stage_0,2019-12-01
127,Stage_3,2019-12-02
127,Stage_4,2019-12-11
127,Stage_2,2019-12-13
127,Stage_7,2019-12-20
128,Stage_0,2019-12-01
128,Stage_1,2019-12-08
128,Stage_3,2019-12-11
129,Stage_3,2019-12-01
129,Stage_5,2019-12-06
129,Stage_1,2019-12-07
129,Stage_9,2019-12-13
130,Stage_0,2019-12-01
130,Stage_3,2019-12-04
130,Stage_1,2019-12-11
130,Stage_7,2019-12-17
130,Stage_6,2019-12-22
130,Stage_8,2019-12-30
131,Stage_0,2019-12-01
131,Stage_1,2019-12-04
131,Stage_7,2019-12-06
131,Stage_6,2019-12-15
132,Stage_2,2019-12-01
132,Stage_0,2019-12-07
132,Stage_7,2019-12-14
133,Stage_1,2019-12-01
133,Stage_2,2019-12-06
133,Stage_3,2019-12-07
133,Stage_6,2019-12-08
133,Stage_7,2019-12-09
134,Stage_1,2019-12-01
134,Stage_3,2019-12-08
134,Stage_2,2019-12-14
134,Stage_4,2019-12-16
134,Stage_6,2019-12-21
134,Stage_8,2019-12-26
134,Stage_9,2019-12-30
135,Stage_0,2019-12-01
135,Stage_1,2019-12-08
135,Stage_2,2019-12-11
135,Stage_6,2019-12-16
135,Stage_7,2019-12-18
135,Stage_9,2019-12-22
136,Stage_1,2019-12-01
136,Stage_0,2019-12-04
136,Stage_3,2019-12-09
136,Stage_4,2019-12-11
136,Stage_6,2019-12-15
137,Stage_0,2019-12-01
137,Stage_1,2019-12-03
137,Stage_3,2019-12-04
137,Stage_7,2019-12-08
138,Stage_4,2019-12-01
138,Stage_6,2019-12-03
138,Stage_0,2019-12-07
138,Stage_7,2019-12-09
139,Stage_0,2019-12-01
139,Stage_2,2019-12-10
139,Stage_5,2019-12-16
139,Stage_6,2019-12-22
139,Stage_8,2019-12-23
139,Stage_7,2019-12-25
140,Stage_0,2019-12-01
140,Stage_1,2019-12-06
140,Stage_3,2019-12-07
140,Stage_5,2019-12-14
140,Stage_6,2019-12-15
140,Stage_7,2019-12-17
141,Stage_1,2019-12-01
141,Stage_3,2019-12-09
141,Stage_4,2019-12-14
141,Stage_7,2019-12-18
141,Stage_8,2019-12-25
142,Stage_0,2019-12-01
142,Stage_1,2019-12-03
142,Stage_3,2019-12-09
143,Stage_2,2019-12-01
143,Stage_6,2019-12-05
143,Stage_3,2019-12-10
144,Stage_0,2019-12-01
144,Stage_3,2019-12-03
144,Stage_1,2019-12-07
144,Stage_7,2019-12-14
144,Stage_6,2019-12-19
145,Stage_0,2019-12-01
145,Stage_1,2019-12-04
145,Stage_6,2019-12-07
145,Stage_7,2019-12-13
146,Stage_2,2019-12-01
146,Stage_5,2019-12-06
146,Stage_6,2019-12-12
146,Stage_7,2019-12-14
146,Stage_8,2019-12-19
147,Stage_0,2019-12-01
147,Stage_2,2019-12-08
147,Stage_1,2019-12-13
147,Stage_3,2019-12-22
147,Stage_6,2019-12-30
147,Stage_7,2020-01-08
148,Stage_0,2019-12-01
148,Stage_2,2019-12-07
148,Stage_6,2019-12-13
148,Stage_5,2019-12-20
148,Stage_7,2019-12-29
148,Stage_8,2020-01-05
149,Stage_4,2019-12-01
149,Stage_3,2019-12-09
150,Stage_0,2019-12-01
150,Stage_3,2019-12-02
150,Stage_6,2019-12-08
151,Stage_1,2019-12-01
151,Stage_3,2019-12-02
151,Stage_4,2019-12-08
151,Stage_6,2019-12-15
151,Stage_7,2019-12-19
152,Stage_0,2019-12-01
152,Stage_1,2019-12-05
152,Stage_3,2019-12-11
152,Stage_7,2019-12-12
152,Stage_6,2019-12-16
153,Stage_0,2019-12-01
153,Stage_1,2019-12-05
153,Stage_3,2019-12-14
153,Stage_4,2019-12-23
153,Stage_7,2019-12-28
154,Stage_0,2019-12-01
154,Stage_1,2019-12-07
154,Stage_3,2019-12-16
154,Stage_2,2019-12-21
154,Stage_7,2019-12-27
155,Stage_8,2019-12-01
155,Stage_3,2019-12-02
156,Stage_0,2019-12-01
156,Stage_1,2019-12-10
156,Stage_3,2019-12-17
156,Stage_4,2019-12-26
156,Stage_7,2019-12-31
157,Stage_0,2019-12-01
157,Stage_1,2019-12-06
157,Stage_3,2019-12-09
157,Stage_5,2019-12-18
157,Stage_7,2019-12-26
157,Stage_9,2020-01-01
158,Stage_0,2019-12-01
158,Stage_2,2019-12-09
158,Stage_3,2019-12-14
158,Stage_6,2019-12-18
159,Stage_0,2019-12-01
159,Stage_1,2019-12-10
159,Stage_6,2019-12-14
159,Stage_7,2019-12-15
160,Stage_1,2019-12-01
160,Stage_0,2019-12-06
160,Stage_2,2019-12-11
161,Stage_0,2019-12-01
161,Stage_1,2019-12-03
161,Stage_2,2019-12-05
161,Stage_3,2019-12-07
161,Stage_4,2019-12-14
161,Stage_6,2019-12-22
162,Stage_0,2019-12-01
162,Stage_1,2019-12-08
162,Stage_3,2019-12-15
162,Stage_2,2019-12-21
162,Stage_7,2019-12-29
162,Stage_8,2020-01-02
163,Stage_1,2019-12-01
163,Stage_3,2019-12-02
163,Stage_7,2019-12-07
163,Stage_6,2019-12-11
164,Stage_0,2019-12-01
164,Stage_1,2019-12-02
164,Stage_4,2019-12-08
164,Stage_5,2019-12-15
164,Stage_7,2019-12-23
165,Stage_0,2019-12-01
165,Stage_1,2019-12-10
165,Stage_2,2019-12-18
165,Stage_3,2019-12-27
165,Stage_7,2020-01-01
165,Stage_6,2020-01-06
166,Stage_3,2019-12-01
166,Stage_2,2019-12-10
166,Stage_7,2019-12-14
167,Stage_0,2019-12-01
167,Stage_3,2019-12-04
167,Stage_1,2019-12-08
167,Stage_6,2019-12-12
167,Stage_8,2019-12-15
168,Stage_0,2019-12-01
168,Stage_1,2019-12-02
168,Stage_2,2019-12-06
168,Stage_3,2019-12-10
168,Stage_4,2019-12-12
168,Stage_6,2019-12-17
168,Stage_7,2019-12-19
169,Stage_1,2019-12-01
169,Stage_3,2019-12-03
169,Stage_7,2019-12-10
170,Stage_1,2019-12-01
170,Stage_0,2019-12-05
170,Stage_2,2019-12-08
170,Stage_7,2019-12-13
170,Stage_6,2019-12-19
171,Stage_0,2019-12-01
171,Stage_2,2019-12-04
171,Stage_1,2019-12-11
171,Stage_4,2019-12-15
171,Stage_5,2019-12-16
171,Stage_6,2019-12-25
172,Stage_3,2019-12-01
172,Stage_2,2019-12-04
173,Stage_0,2019-12-01
173,Stage_1,2019-12-08
173,Stage_3,2019-12-12
173,Stage_6,2019-12-15
173,Stage_7,2019-12-20
174,Stage_2,2019-12-01
174,Stage_0,2019-12-09
174,Stage_3,2019-12-10
174,Stage_7,2019-12-13
175,Stage_3,2019-12-01
175,Stage_6,2019-12-10
176,Stage_1,2019-12-01
176,Stage_6,2019-12-06
176,Stage_7,2019-12-13
176,Stage_8,2019-12-16
177,Stage_6,2019-12-01
177,Stage_3,2019-12-08
177,Stage_7,2019-12-13
178,Stage_0,2019-12-01
178,Stage_1,2019-12-08
178,Stage_3,2019-12-16
178,Stage_6,2019-12-18
178,Stage_7,2019-12-24
179,Stage_0,2019-12-01
179,Stage_3,2019-12-08
179,Stage_4,2019-12-14
179,Stage_1,2019-12-21
179,Stage_6,2019-12-27
179,Stage_7,2019-12-29
179,Stage_8,2020-01-05
179,Stage_9,2020-01-14
180,Stage_0,2019-12-01
180,Stage_7,2019-12-08
180,Stage_2,2019-12-12
180,Stage_9,2019-12-20
181,Stage_1,2019-12-01
181,Stage_0,2019-12-03
181,Stage_2,2019-12-04
181,Stage_3,2019-12-12
181,Stage_6,2019-12-15
182,Stage_0,2019-12-01
182,Stage_1,2019-12-02
182,Stage_2,2019-12-07
182,Stage_7,2019-12-15
183,Stage_0,2019-12-01
183,Stage_1,2019-12-09
183,Stage_7,2019-12-18
183,Stage_3,2019-12-25
184,Stage_1,2019-12-01
184,Stage_0,2019-12-02
184,Stage_7,2019-12-11
184,Stage_8,2019-12-14
185,Stage_2,2019-12-01
185,Stage_3,2019-12-09
185,Stage_5,2019-12-17
185,Stage_6,2019-12-21
185,Stage_7,2019-12-24
186,Stage_0,2019-12-01
186,Stage_2,2019-12-10
186,Stage_1,2019-12-18
186,Stage_3,2019-12-26
186,Stage_5,2020-01-01
186,Stage_7,2020-01-10
186,Stage_8,2020-01-18
187,Stage_0,2019-12-01
187,Stage_3,2019-12-09
187,Stage_6,2019-12-16
187,Stage_7,2019-12-21
188,Stage_1,2019-12-01
188,Stage_2,2019-12-08
188,Stage_3,2019-12-10
188,Stage_6,2019-12-12
188,Stage_7,2019-12-19
189,Stage_3,2019-12-01
189,Stage_2,2019-12-08
189,Stage_4,2019-12-12
189,Stage_6,2019-12-13
189,Stage_5,2019-12-16
189,Stage_7,2019-12-24
190,Stage_0,2019-12-01
190,Stage_1,2019-12-08
190,Stage_3,2019-12-15
190,Stage_4,2019-12-19
190,Stage_7,2019-12-26
191,Stage_1,2019-12-01
191,Stage_0,2019-12-10
191,Stage_6,2019-12-19
191,Stage_3,2019-12-25
191,Stage_7,2020-01-01
192,Stage_0,2019-12-01
192,Stage_1,2019-12-06
192,Stage_2,2019-12-08
192,Stage_3,2019-12-09
192,Stage_6,2019-12-14
193,Stage_0,2019-12-01
193,Stage_2,2019-12-07
193,Stage_4,2019-12-08
193,Stage_3,2019-12-16
194,Stage_0,2019-12-01
194,Stage_2,2019-12-06
194,Stage_3,2019-12-11
194,Stage_4,2019-12-18
195,Stage_0,2019-12-01
195,Stage_2,2019-12-03
195,Stage_3,2019-12-08
195,Stage_1,2019-12-13
196,Stage_0,2019-12-01
196,Stage_2,2019-12-03
196,Stage_3,2019-12-07
197,Stage_0,2019-12-01
197,Stage_2,2019-12-10
197,Stage_1,2019-12-12
197,Stage_6,2019-12-20
197,Stage_3,2019-12-23
197,Stage_7,2019-12-29
198,Stage_1,2019-12-01
198,Stage_2,2019-12-10
198,Stage_3,2019-12-14
198,Stage_5,2019-12-20
198,Stage_9,2019-12-22
199,Stage_0,2019-12-01
199,Stage_1,2019-12-05
199,Stage_2,2019-12-08
199,Stage_6,2019-12-09
199,Stage_3,2019-12-15
199,Stage_7,2019-12-20
200,Stage_0,2019-12-01
200,Stage_6,2019-12-10
200,Stage_8,2019-12-17
200,Stage_7,2019-12-22
201,Stage_0,2019-12-01
201,Stage_2,2019-12-02
201,Stage_1,2019-12-07
